Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
202013522020-00002,MONMOUTH,WALL TWP,01/01/2020,WE,0035,01,WALL TWP PD,PATROL,0,0,0,0,P,B,Y,N,11,1,MONMOUTH COUNTY 21,S,21,,13000021__,7.99,05,,01,04,02,01,06,01,05,01,500,FE,S,ROUTE 524 / ATLANTIC AVE / RAMSHORN,,,,35,40,52,,,N,POLE SUSTAINED MINOR COSMETIC DAMAGE.,
202013522020-00005,MONMOUTH,WALL TWP,01/01/2020,WE,0954,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,NJ 34,N,34,,00000034__,2.63,02,,02,04,02,01,01,01,02,01,,AT,,ROUTE 524 / ALLAIRE RD,,,,55,45,26,,,N,,195
202013522020-000063,MONMOUTH,WALL TWP,01/06/2020,MO,1713,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,NJ 34,S,34,,00000034__,.95,02,,01,04,02,01,03,01,03,01,,AT,S,PAYNTERS RD,,,,50,25,26,,,N,,200
202013522020-00011,MONMOUTH,WALL TWP,01/02/2020,TH,0757,01,WALL TWP PD,,0,0,0,0,P,B,N,N,12,1,ROUTE 524,E,524,,00000524__,35.67,05,,01,04,02,01,01,01,05,01,500,FE,W,HOSPITAL RD,,,,40,40,24,,,N,,140
202013522020-000128,MONMOUTH,WALL TWP,01/10/2020,FR,2145,01,WALL TWP PD,PATROL,0,0,0,0,P,B,Y,N,11,1,MONMOUTH COUNTY 18 I,W,18,1,130000181_,3.69,05,,01,04,02,01,05,01,04,01,50,FE,E,GARDEN STATE PARKWAY,,,,45,,52,,,N,UTILITY POLE #JC51L3/GUARDRAIL,203
202013522020-00018,MONMOUTH,WALL TWP,01/02/2020,TH,1632,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,06,2,1933 RT 35,S,,,,,09,,01,04,02,01,06,01,05,01,,AT,,ALLURE RD,,,,10,35,26,,,N,,187
202013522020-00027,MONMOUTH,WALL TWP,01/03/2020,FR,1222,01,WALL TWP PD,,0,0,0,0,P,I,N,N,02,2,NJ 33,E,33,,00000033__,35.85,02,,02,04,02,02,01,02,03,01,,AT,,NJ 34,,,,25,25,26,,,N,,169
202013522020-00029,MONMOUTH,WALL TWP,01/03/2020,FR,1316,01,WALL TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 18,S,18,,00000018__,5.14,02,,03,04,02,02,01,05,03,01,,,,,T,NJ 138,EB,55,,56,,,N,NJ DOT GUARDRAIL,149
202013522020-00038,MONMOUTH,WALL TWP,01/04/2020,SA,1516,01,WALL TWP PD,PATROL,0,1,0,0,I,I,N,N,02,2,NJ 34,N,34,,00000034__,2.63,02,,01,04,02,01,01,01,03,01,,AT,,ROUTE 524 / ALLAIRE RD,,,,55,45,26,,,N,,207
202013522020-00056,MONMOUTH,WALL TWP,01/06/2020,MO,1053,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,03,2,NJ 33,N,33,,00000033__,35.85,02,,02,04,02,01,01,01,03,01,,AT,,NJ 34,,,,55,58,26,,,N,,188
202013522020-00057,MONMOUTH,WALL TWP,01/06/2020,MO,1307,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 34,N,34,,00000034__,5.46,02,,01,04,02,01,01,01,03,01,20,FE,S,AIRPORT RD,,,,55,25,26,,,N,,195
202013522020-00067,MONMOUTH,WALL TWP,01/07/2020,TU,0536,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,12,1,NJ 18,S,18,,00000018__,6.84,02,,01,04,02,02,05,01,01,01,100,FE,N,BRIGHTON AVE,,,,65,,24,,,N,,203
202013522020-00078,MONMOUTH,WALL TWP,01/07/2020,TU,2011,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,NJ 35,S,35,,00000035__,17.17,02,,03,04,02,02,06,02,01,01,,AT,,ROUTE 524 SPUR / ATLANTIC AVE,,,,40,40,26,,,N,,213
202013522020-00080,MONMOUTH,WALL TWP,01/08/2020,WE,0243,01,WALL TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 138,W,138,,00000138__,1.18,02,,01,04,02,02,06,02,03,01,50,FE,W,CLUB DR,,,,55,25,26,,,N,,206
202013522020-00088,MONMOUTH,WALL TWP,01/08/2020,WE,1458,01,WALL TWP PD,WTPD,0,0,0,0,P,B,N,N,01,2,NJ 70,W,70,,00000070__,58.77,02,,01,04,02,01,01,01,01,01,100,FE,E,CR 48 / RIVERVIEW DR,,,,55,35,26,,,N,,190
202013522020-00089,MONMOUTH,WALL TWP,01/08/2020,WE,1641,01,WALL TWP PD,WTPD,0,1,0,0,I,B,N,N,01,3,NJ 34,S,34,,00000034__,6.38,02,,01,05,02,01,03,01,03,01,50,FE,N,CR 18 I / BELMAR BLVD,,,,55,35,26,,,N,,
202013522020-00094,MONMOUTH,WALL TWP,01/09/2020,TH,0931,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 20,S,20,,13000020__,.59,05,,01,04,02,01,01,01,04,01,25,FE,N,BRANDYWINE,,,,40,25,26,,,N,,194
202013522020-00097,MONMOUTH,WALL TWP,01/09/2020,TH,1125,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,03,2,NJ 34,S,34,,00000034__,1.78,02,,01,04,02,01,01,01,01,02,1000,FE,S,ROUTE 524S / ATLANTIC AVE,,,,55,40,26,,,N,,194
202013522020-00111,MONMOUTH,WALL TWP,01/09/2020,TH,2218,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,12,1,NJ 18,S,18,,00000018__,6.92,02,,01,04,02,01,05,01,03,01,528,FE,N,BRIGHTON AVE,,,,65,55,24,,,N,,205
202013522020-00115,MONMOUTH,WALL TWP,01/10/2020,FR,0742,01,WALL TWP PD,PATROL,0,2,0,0,I,B,N,N,02,2,NJ 138,E,138,,00000138__,.01,02,,01,04,02,02,01,01,01,01,10,FE,E,NJ 34,,,,50,50,26,,,N,GUARDRAIL AT 0.0 ON 138 EB,200
202013522020-00117,MONMOUTH,WALL TWP,01/16/2020,TH,1100,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,ROUTE 524 SPUR,W,524,S,00000524S_,2.43,05,,03,04,02,01,01,01,04,01,,AT,,NJ 35,,,,35,40,26,,,N,,200
202013522020-00124,MONMOUTH,WALL TWP,01/10/2020,FR,1525,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 138,E,138,,00000138__,.46,02,,01,04,02,01,01,01,03,01,1320,FE,W,ALLENWOOD RD,,,,55,35,26,,,N,,187
202013522020-00126,MONMOUTH,WALL TWP,01/10/2020,FR,1813,01,WALL TWP PD,,0,0,0,0,P,B,Y,N,03,2,ROUTE 524,W,524,,00000524__,36.20,05,,01,05,02,01,06,01,05,01,50,FE,E,RAMBLING HILL CT,,,,35,25,26,,,N,,206
202013522020-00132,MONMOUTH,WALL TWP,01/11/2020,SA,1314,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,03,2,NJ 33,S,33,,00000033__,35.85,02,,03,04,02,01,01,01,03,01,,AT,,NJ 34,,,,45,45,26,,,N,,164
202013522020-00143,MONMOUTH,WALL TWP,01/12/2020,SU,1148,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,BAILEYS CORNER RD / MEETING HOUSE RD **,E,,,13521195__,2.14,07,,03,04,02,01,01,01,05,01,,AT,,SEA GIRT AVE,,,,35,35,26,,,N,,164
202013522020-00147,MONMOUTH,WALL TWP,01/12/2020,SU,1520,01,WALL TWP PD,PATROL,0,1,0,0,I,I,N,N,14,1,OLD BRIDGE RD **,,,,,,07,,01,05,02,01,01,01,04,01,,AT,,MORNINGSTAR DRIVE,,,,35,25,26,40.106640,74.074740,N,,2?
202013522020-00153,MONMOUTH,WALL TWP,01/13/2020,MO,1006,01,WALL TWP PD,PATROL DIV,0,3,0,0,I,B,N,N,01,4,NJ 34,N,34,,00000034__,7.24,02,,01,05,02,01,01,01,03,01,100,FE,S,WYCKOFF RD,,,,55,35,26,,,N,,
202013522020-001531,MONMOUTH,WALL TWP,07/02/2020,TH,1725,01,WALL TWP PD,,0,1,0,0,I,B,N,N,01,2,NJ 71,N,71,,00000071__,4.47,02,,01,04,02,01,01,01,05,01,75,FE,S,US 30 / 18TH AVE,,,,35,25,26,,,N,,182
202013522020-00155,MONMOUTH,WALL TWP,01/13/2020,MO,1157,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,BRIGHTON AVE / LAKEWOOD AVE,,,,13341415__,1.11,07,,01,04,02,01,01,01,04,01,,AT,,MARCONI RD / RAMP TO NJ 18,,,,35,35,26,,,N,,194
202013522020-00161,MONMOUTH,WALL TWP,01/13/2020,MO,1936,01,WALL TWP PD,PATROL,0,1,0,0,I,I,N,N,07,2,NJ 35,N,35,,00000035__,,02,,01,04,02,01,06,01,05,01,,AT,,WAYBRIDGE,,,,40,25,26,,,N,,210
202013522020-00166,MONMOUTH,WALL TWP,01/14/2020,TU,1324,01,WALL TWP PD,PATROL,0,2,0,0,I,I,N,N,03,2,NJ 34,N,34,,00000034__,6.37,02,,01,04,02,01,01,05,03,01,,AT,,CR 18 I / BELMAR BLVD,,,,55,40,26,,,N,,207
202013522020-00168,MONMOUTH,WALL TWP,01/14/2020,TU,1543,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,01,2,NJ 138,E,138,,00000138__,.70,02,,01,04,02,02,01,02,01,01,50,FE,W,ALLENWOOD RD,,,,55,35,26,,,N,,194
202013522020-00169,MONMOUTH,WALL TWP,01/14/2020,TU,1710,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,NEW BEDFORD RD,S,,,13521306__,1.50,07,,01,04,02,02,06,02,04,01,,AT,,NJ 138,,,,35,55,26,,,N,,201
202013522020-00171,MONMOUTH,WALL TWP,01/14/2020,TU,1941,01,WALL TWP PD,,0,0,0,0,P,I,N,N,11,1,NJ 18,N,18,,00000018__,5.14,02,,02,05,02,02,05,02,02,01,,AT,,,F,NJ 138,EB,55,,56,,,N,,165
202013522020-00172,MONMOUTH,WALL TWP,01/14/2020,TU,2039,01,WALL TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 18,N,18,,00000018__,5.14,02,,02,05,02,02,05,01,01,01,,,,,F,NJ 138,EB,55,,,,,N,GUARDRAIL,202
202013522020-00173,MONMOUTH,WALL TWP,01/14/2020,TU,2107,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 34,N,34,,00000034__,1.97,02,,03,06,02,02,06,01,03,01,,,,,F,ROUTE 524 SPUR,WB,55,,26,,,N,,202
202013522020-00175,MONMOUTH,WALL TWP,01/15/2020,WE,1245,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,03,2,NJ 33,E,33,,00000033__,35.85,02,,02,04,02,01,01,01,05,01,25,FE,N,NJ 34,,,,55,55,26,,,N,,187
202013522020-00179,MONMOUTH,WALL TWP,01/15/2020,WE,1555,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,NJ 70,W,70,,00000070__,,02,,01,04,02,01,01,01,01,01,,AT,,OLD BRIDGE RD,,,,55,25,26,,,N,,208
202013522020-00180,MONMOUTH,WALL TWP,01/16/2020,TH,1603,01,WALL TWP PD,,0,3,0,0,I,I,N,N,03,2,NJ 35,S,35,,00000035__,20.00,02,,01,04,02,01,01,01,05,01,,AT,,MARIETTA AVE,,,,40,25,26,,,N,FIRE HYDRANT,197
202013522020-00190,MONMOUTH,WALL TWP,01/16/2020,TH,2118,01,WALL TWP PD,,0,0,0,0,P,B,N,N,03,2,NJ 35,S,35,,00000035__,18.88,02,,01,04,02,01,06,01,05,01,528,FE,N,ROUTE 524 / ALLAIIRE RD,,,,40,35,26,,,N,,155
202013522020-00192,MONMOUTH,WALL TWP,01/17/2020,FR,0753,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 34,,34,,00000034__,6.37,02,,01,04,02,01,01,01,03,01,20,FE,S,CR 18 I / BELMAR BLVD,,,,50,40,26,,,N,,140
202013522020-00193,MONMOUTH,WALL TWP,01/17/2020,FR,0838,01,WALL TWP PD,,0,0,0,0,P,I,N,N,01,2,1003 GSP N,N,,,,,08,,01,04,02,01,01,01,05,01,,AT,,BELMAR BLVD,,,,65,40,26,,,N,,169
202013522020-00203,MONMOUTH,WALL TWP,01/17/2020,FR,1217,01,WALL TWP PD,,0,0,0,0,P,B,N,N,06,2,2517 STATE HWY 35,,,,,,09,,01,05,02,01,01,01,,01,,,,,,,,,,28,,,N,,149
202013522020-00204,MONMOUTH,WALL TWP,01/17/2020,FR,1251,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,17.50,02,,01,04,02,01,01,01,04,01,500,FE,N,SEA GIRT AVE,,,,40,35,26,,,N,,194
202013522020-00209,MONMOUTH,WALL TWP,01/17/2020,FR,1450,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 18,S,18,,00000018__,5.14,02,,03,05,02,01,01,01,03,01,,,,,T,NJ 138,WB,55,,26,,,N,,201
202013522020-00210,MONMOUTH,WALL TWP,01/17/2020,FR,1700,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 33,W,33,,00000033__,35.85,02,,03,04,02,01,03,01,03,01,5,FE,W,NJ 34,,,,50,25,26,,,N,,201
202013522020-00211,MONMOUTH,WALL TWP,01/17/2020,FR,1736,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,07,2,ROUTE 524 SPUR,W,524,S,00000524S_,.00,05,,01,04,02,01,05,01,04,01,200,FE,W,ROUTE 524 / ALLENWOOD RD,,,,40,35,26,,,N,,194
202013522020-00212,MONMOUTH,WALL TWP,01/17/2020,FR,2120,01,WALL TWP PD,,0,0,0,0,P,B,N,N,11,1,MONMOUTH COUNTY 18 I,E,18,1,130000181_,6.85,05,,03,04,02,01,05,01,04,01,15,FE,E,MARCONI RD,,,,35,25,,,,N,MAILBOX (1756 BELMAR BLVD),202
202013522020-00217,MONMOUTH,WALL TWP,01/18/2020,SA,0912,01,WALL TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 33,,33,,00000033__,35.85,02,,02,00,02,01,01,01,03,01,,AT,,NJ 34,,,,50,50,26,,,N,,140
202013522020-00219,MONMOUTH,WALL TWP,01/18/2020,SA,1250,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,11,1,ROUTE 524,E,524,,00000524__,,05,,01,04,02,03,01,03,05,01,,,,,F,NJ 138,NB,55,,26,,,N,,207
202013522020-00224,MONMOUTH,WALL TWP,01/18/2020,SA,1531,01,WALL TWP PD,,0,0,0,0,P,I,N,N,02,2,NJ 33,E,33,,00000033__,35.85,02,,02,04,02,02,01,02,03,01,,AT,,NJ 34,,,,25,25,26,,,N,,169
202013522020-00225,MONMOUTH,WALL TWP,01/18/2020,SA,1716,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,11,1,RAMSHORN DR,,,,13521254__,.00,07,,01,04,02,03,05,03,04,01,500,FE,S,ROUTE 534 SPUR/CR 21 / ATLANTIC AVE,,,,35,40,52,,,N,VITILITY POLE (#40637WL) WAS DAMAGED AND PARTIALLY SPLIT.,194
202013522020-00227,MONMOUTH,WALL TWP,01/19/2020,SU,1229,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,03,2,NJ 33,W,33,,00000033__,36.01,02,,01,04,02,01,01,01,04,01,100,FE,W,ROUTE 547 / SHAFTO RD / WYCKOFF RD,,,,55,45,26,,,N,,207
202013522020-00228,MONMOUTH,WALL TWP,01/19/2020,SU,1311,01,WALL TWP PD,,0,1,0,0,I,I,N,N,07,2,NJ 35,S,35,,00000035__,17.41,02,,01,04,02,01,01,01,04,01,,AT,,SEA GIRT AVE,,,,40,35,26,,,N,,159
202013522020-00229,MONMOUTH,WALL TWP,01/19/2020,SU,1744,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,03,2,ROUTE 524,E,524,,00000524__,36.62,05,,01,04,02,01,03,01,05,01,50,FE,W,NJ 34,,,,35,55,26,,,N,,205
202013522020-00240,MONMOUTH,WALL TWP,01/21/2020,TU,0803,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 34,N,34,,00000034__,7.72,02,,01,04,02,01,01,01,03,01,25,FE,S,NJ 33,,,,55,55,26,,,N,,187
202013522020-00241,MONMOUTH,WALL TWP,01/21/2020,TU,0826,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,ROUTE 524,W,524,,00000524__,36.63,05,,03,04,02,01,01,01,03,01,10,FE,E,NJ 34,,,,45,55,26,,,N,,209
202013522020-00249,MONMOUTH,WALL TWP,01/21/2020,TU,1601,01,WALL TWP PD,,0,0,0,0,P,B,N,N,03,2,MONMOUTH COUNTY 18 I,W,18,1,130000181_,2.46,05,,01,04,02,01,01,01,05,01,25,FE,W,NJ 34,,,,50,55,26,,,N,,182
202013522020-00251,MONMOUTH,WALL TWP,01/21/2020,TU,1647,01,WALL TWP PD,,0,0,0,0,P,B,N,N,02,2,NJ 34,S,34,,00000034__,3.14,02,,01,04,02,01,01,01,03,01,100,FE,S,ALLENWOOD GLENDOLA RD,,,,55,35,26,,,N,,197
202013522020-00255,MONMOUTH,WALL TWP,01/22/2020,WE,0257,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 47,E,47,,13000047__,.19,05,,01,04,02,01,05,01,04,01,400,FE,E,NJ 35,,,,40,,,,,N,,175
202013522020-00259,MONMOUTH,WALL TWP,01/22/2020,WE,1750,01,WALL TWP PD,PATROL DIV,0,0,0,0,P,B,N,N,01,2,NJ 138,W,138,,00000138__,.10,02,,01,05,02,01,07,01,03,01,500,FE,E,NJ 34,,,,55,55,26,,,N,,161
202013522020-00260,MONMOUTH,WALL TWP,01/22/2020,WE,1733,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,3,NJ 138,W,138,,00000138__,.07,02,,01,04,01,01,06,01,01,01,300,FE,E,NJ 34,,,,55,55,26,,,N,,
202013522020-00273,MONMOUTH,WALL TWP,01/24/2020,FR,0644,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,12,2,NJ 138,E,138,,00000138__,1.94,02,,01,05,02,01,02,01,01,01,,,,E HURLEY POND RD,,,,55,25,26,,,N,,209
202013522020-00275,MONMOUTH,WALL TWP,01/24/2020,FR,1427,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,MONMOUTH COUNTY 30 II,W,30,2,130000302_,1.94,05,,03,04,02,01,01,01,05,01,,AT,,,T,NEW BEDFORD RD,NB,35,,26,,,N,,164
202013522020-00276,MONMOUTH,WALL TWP,01/24/2020,FR,1857,01,WALL TWP PD,,0,0,0,0,P,B,N,N,12,1,ROUTE 549,N,549,,00000549__,15.27,05,,01,04,02,01,06,01,05,01,200,FE,N,ALLENWOOD LAKEWOOD RD,,,,45,35,24,,,N,,206
202013522020-00277,MONMOUTH,WALL TWP,01/24/2020,FR,1937,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,ROUTE 524,,524,,00000524__,38.64,05,,01,04,02,01,07,01,01,01,15,FE,W,NJ 47 / NEW BEDFORD RD / WARREN AVE,,,,45,35,26,,,N,,189
202013522020-00285,MONMOUTH,WALL TWP,01/25/2020,SA,1438,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,03,2,NJ 35,N,35,,00000035__,18.15,02,,01,05,02,02,01,02,04,01,75,FE,N,OCEAN RD,,,,40,,26,,,N,,195
202013522020-00294,MONMOUTH,WALL TWP,01/26/2020,SU,1114,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 138,E,138,,00000138__,1.20,02,,01,04,02,01,01,01,03,01,50,FE,E,CLUB DR,,,,55,35,26,,,N,,207
202013522020-00295,MONMOUTH,WALL TWP,01/26/2020,SU,1218,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,NJ 33,W,33,,00000033__,35.85,02,,03,04,02,01,01,01,05,01,,AT,,NJ 34,,,,45,45,26,,,N,,164
202013522020-00306,MONMOUTH,WALL TWP,01/27/2020,MO,1731,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,12,1,ALLENWOOD RD,S,,,13521019__,1.37,07,,01,04,02,01,05,01,05,01,1320,FE,S,SLEEPY HOLLOW CT,,,,35,25,24,,,N,,187
202013522020-00315,MONMOUTH,WALL TWP,01/28/2020,TU,1428,01,WALL TWP PD,WALL PD,0,1,0,0,I,B,N,N,01,2,NJ 35,S,35,,00000035__,17.42,02,,01,04,02,01,01,01,05,01,50,FE,N,SEA GIRT AVE,,,,40,,26,,,N,,285
202013522020-00318,MONMOUTH,WALL TWP,01/28/2020,TU,1706,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 35,N,35,,00000035__,16.47,02,,01,06,02,01,01,01,05,01,10,FE,S,LAKEWOOD RD / MARCELLUS AVE,,,,40,25,,,,N,,180
202013522020-00326,MONMOUTH,WALL TWP,01/29/2020,WE,1252,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,03,2,1101 MONMOUTH BLVD,W,,,,,08,,01,04,02,01,01,01,05,01,,,,,,,,,,26,,,N,,203
202013522020-003274,MONMOUTH,WALL TWP,12/02/2020,WE,1403,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 34,S,34,,00000034__,2.72,02,,01,04,02,01,01,01,03,01,500,FE,N,ROUTE 524 / ALLAIRE RD,,,,55,45,26,,,N,,207
202013522020-00345,MONMOUTH,WALL TWP,01/30/2020,TH,1307,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 138,,138,,00000138__,.75,02,,01,04,02,01,01,01,03,01,200,FE,E,ALLENWOOD RD,,,,55,35,26,,,N,,205
202013522020-00346,MONMOUTH,WALL TWP,01/30/2020,TH,1328,01,WALL TWP PD,,0,1,0,0,I,B,N,N,01,2,NJ 34,S,34,,00000034__,1.95,02,,03,04,02,01,01,01,03,02,100,FE,S,,,ROUTE 524 SPUR,,55,,26,,,N,,159
202013522020-00352,MONMOUTH,WALL TWP,01/31/2020,FR,0843,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 34,N,34,,00000034__,7.47,02,,01,04,02,01,01,01,03,01,1320,FE,S,NJ 33,,,,55,55,26,,,N,,18?
202013522020-00357,MONMOUTH,WALL TWP,01/31/2020,FR,1600,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 34,S,34,,00000034__,3.41,02,,01,04,02,01,01,01,03,01,1320,FE,N,ALLENWOOD GLENDOLA RD,,,,40,35,26,,,N,,187
202013522020-00362,MONMOUTH,WALL TWP,02/01/2020,SA,0844,01,WALL TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 34,S,34,,00000034__,4.14,02,,03,04,01,02,01,05,03,01,,AT,,I-195 / NJ 138,,,,55,55,26,,,N,,169
202013522020-00363,MONMOUTH,WALL TWP,02/01/2020,SA,1217,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,01,2,NJ 35,N,35,,00000035__,18.65,02,,01,04,02,01,01,01,05,01,300,FE,S,CR 47 / WARREN AVE,,,,40,35,26,,,N,,153
202013522020-00367,MONMOUTH,WALL TWP,02/01/2020,SA,1315,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,01,2,NJ 33,S,33,,00000033__,36.01,02,,01,05,02,01,01,01,01,01,1320,FE,N,ROUTE 547 / ASBURY RD,,,,50,50,26,,,N,,195
202013522020-00371,MONMOUTH,WALL TWP,02/01/2020,SA,2047,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,W,33,,00000033__,35.85,02,,01,04,02,02,06,02,05,01,10,FE,E,NJ 34,,,,50,55,26,,,N,,20?
202013522020-00375,MONMOUTH,WALL TWP,02/02/2020,SU,1149,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NEW BEDFORD RD,N,,,13521306__,1.47,07,,01,04,01,01,01,01,04,01,150,FE,S,NJ 138,,,,35,55,26,,,N,,195
202013522020-00384,MONMOUTH,WALL TWP,02/03/2020,MO,0647,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 138,E,138,,00000138__,1.21,02,,01,04,02,02,01,01,03,01,2640,FE,E,ALLENWOOD RD,,,,55,35,26,,,N,,20?
202013522020-00385,MONMOUTH,WALL TWP,02/03/2020,MO,0739,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 138,E,138,,00000138__,.69,02,,01,04,02,01,01,01,03,01,100,FE,W,ALLENWOOD RD,,,,55,35,26,,,N,,205
202013522020-00387,MONMOUTH,WALL TWP,02/03/2020,MO,1134,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,01,2,NJ 138,E,138,,00000138__,2.92,02,,01,04,02,01,01,01,01,01,75,FE,W,OLD MILL RD,,,,55,25,26,,,N,,195
202013522020-00388,MONMOUTH,WALL TWP,02/03/2020,MO,1557,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,NJ 34,S,34,,00000034__,2.63,02,,02,04,02,01,01,01,03,01,,AT,E,ROUTE 524 / ALLAIRE RD,,,,55,40,26,,,N,,205
202013522020-00394,MONMOUTH,WALL TWP,02/04/2020,TU,1159,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,11,1,NJ 35,N,35,,00000035__,20.24,02,,02,05,02,02,01,02,02,01,,AT,,,T,NJ 138,WB,,,56,,,N,GUARD RAIL & LIGHT POST (SPOTLIGHT),196
202013522020-00399,MONMOUTH,WALL TWP,02/04/2020,TU,1821,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,ROUTE 547,,547,,00000547__,20.44,05,,01,04,02,01,05,01,05,01,25,FE,E,NJ 33,,,,45,50,26,,,N,,205
202013522020-00407,MONMOUTH,WALL TWP,02/05/2020,WE,1756,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,4,NJ 138,E,138,,00000138__,.71,02,,01,04,02,01,06,01,03,01,300,FE,E,ALLENWOOD RD,,,,55,35,26,,,N,,
202013522020-00408,MONMOUTH,WALL TWP,02/05/2020,WE,1754,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,12,1,NEW BEDFORD RD,N,,,,,07,,01,06,02,01,06,01,04,01,,,,NJ 138,,,,35,55,24,40.150660,74.056780,N,,195
202013522020-00409,MONMOUTH,WALL TWP,02/05/2020,WE,1856,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,03,2,NJ 35,N,35,,00000035__,17.68,02,,01,04,02,02,06,02,05,01,1000,FE,N,LAUREL AVE,,,,40,25,26,,,N,,209
