Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
20181336E050-2018-00500A,MONMOUTH,TINTON FALLS BORO,03/12/2018,MO,1629,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,109.00,03,,03,04,02,01,01,01,01,01,,,,,T,ROUTE 520,,35,,46,40.386550,74.177130,N,GUARDRAIL  NJTA PO BOX 5042 WOODBRIDGE NJ.,7448
20181336E050-2018-00501A,MONMOUTH,TINTON FALLS BORO,03/17/2018,SA,2203,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,2,GARDEN STATE PARKWAY,N,444,,00000444__,101.30,03,,01,04,02,01,05,01,01,01,,,,,,,,65,,26,40.214280,74.097390,N,,7382
20181336E050-2018-00507A,MONMOUTH,TINTON FALLS BORO,03/19/2018,MO,0942,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,01,2,GARDEN STATE PARKWAY,S,444,,00000444__,103.70,03,,01,07,02,01,01,01,01,01,,,,,,,,65,,26,40.247340,74.083510,N,,7570
20181336E050-2018-00508A,MONMOUTH,TINTON FALLS BORO,03/19/2018,MO,0944,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,104.00,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,99,40.214350,74.098990,N,NJTA TOLL PLAZA LANE #5,7332
20181336E050-2018-00515A,MONMOUTH,TINTON FALLS BORO,03/20/2018,TU,1658,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,107.00,03,,02,05,02,05,01,03,01,01,,,,,,,,35,,46,40.284880,74.082910,N,GUARD RAIL DAMAGE,7804
20181336E050-2018-00519A,MONMOUTH,TINTON FALLS BORO,03/20/2018,TU,1826,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,03,2,GARDEN STATE PARKWAY,N,444,,00000444__,105.90,03,,01,04,02,03,06,03,03,01,,FE,N,ROUTE 547 / SHAFTO RD,,,,65,,26,40.284430,74.086140,N,Landscaping in median and left shoulder
NJTA
PO Box 5042
Woodbridge  NJ,7470
20181336E050-2018-00524A,MONMOUTH,TINTON FALLS BORO,03/13/2018,TU,0857,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,15,2,GARDEN STATE PARKWAY,S,444,,00000444__,105.90,03,,01,04,02,05,01,03,01,01,,,,,F,NJ 35,,45,,30,40.275560,74.081710,N,,7086
20181336E050-2018-00527A,MONMOUTH,TINTON FALLS BORO,03/21/2018,WE,0829,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,108.50,03,,01,04,02,03,01,03,01,01,,,,,,,,65,,46,40.311120,74.096030,N,NJTA - Metal Guardrail Face,7411
20181336E050-2018-00528A,MONMOUTH,TINTON FALLS BORO,03/21/2018,WE,0825,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,106.80,03,,01,04,02,03,01,03,01,01,,,,,,,,65,,46,40.288920,74.089890,N,NJTA - Metal Guardrail,7411
20181336E050-2018-00535A,MONMOUTH,TINTON FALLS BORO,03/21/2018,WE,1616,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,3,GARDEN STATE PARKWAY,N,444,,00000444__,108.80,03,,01,04,02,03,01,03,01,01,,FE,N,CR 13 ALT / SYCAMORE AVE,,,,65,,26,40.317690,74.097120,N,,7208
20181336E050-2018-00548A,MONMOUTH,TINTON FALLS BORO,03/22/2018,TH,0552,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,108.80,03,,01,04,02,05,05,03,01,01,,,,,,,,35,,47,40.315310,74.097510,N,GUIDERAIL DAMAGE.  NJTA NOTIFIED.,7086
20181336E050-2018-00549A,MONMOUTH,TINTON FALLS BORO,03/22/2018,TH,0914,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,15,1,GARDEN STATE PARKWAY,S,444,,00000444__,104.70,03,,01,04,02,05,01,05,01,01,,,,,,,,50,,39,40.264700,74.079430,N,,7086
20181336E050-2018-00562A,MONMOUTH,TINTON FALLS BORO,03/21/2018,WE,1714,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,101.10,03,,01,04,02,03,01,03,03,01,,,,,,,,65,,50,40.214770,74.097530,N,New Jersey Turnpike Authority mile marker sign.,7129
20181336E050-2018-00566A,MONMOUTH,TINTON FALLS BORO,03/23/2018,FR,1644,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,S,444,,00000444__,105.60,03,,01,04,02,01,01,01,01,01,,FE,S,ROUTE 547 / SHAFTO RD,,,,65,,26,40.274140,74.081060,N,,7450
20181336E050-2018-00568A,MONMOUTH,TINTON FALLS BORO,03/24/2018,SA,1646,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,2,0,0,I,B,N,N,11,2,GARDEN STATE PARKWAY,S,444,,00000444__,107.50,03,,01,04,02,01,01,01,01,01,,FE,S,ROUTE 537 / TINTON AVE,,,,65,,46,40.303550,74.094090,N,guiderail damage right side and left side,6357
20181336E050-2018-00569A,MONMOUTH,TINTON FALLS BORO,03/24/2018,SA,1744,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,2,0,0,I,B,N,N,01,2,GARDEN STATE PARKWAY,S,444,,00000444__,107.50,03,,01,04,02,01,01,01,01,01,,FE,S,ROUTE 537 / TINTON AVE,,,,65,,26,40.249660,74.082700,N,,6357
20181336E050-2018-00589A,MONMOUTH,TINTON FALLS BORO,03/30/2018,FR,0811,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,S,444,,00000444__,109.00,03,,01,06,01,01,01,01,01,01,,,,,,,,35,,26,40.338140,74.099990,N,,7639
20181336E050-2018-00590A,MONMOUTH,TINTON FALLS BORO,03/31/2018,SA,0348,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,108.10,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,46,40.365110,74.139800,N,NJTA GUARDRAIL,7208
20181336E050-2018-00591A,MONMOUTH,TINTON FALLS BORO,03/31/2018,SA,,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,12,1,GARDEN STATE PARKWAY,S,444,,00000444__,105.00,03,,01,04,02,01,05,01,01,01,,,,,,,,65,,24,40.199550,74.098850,N,,7739
20181336E050-2018-00599A,MONMOUTH,TINTON FALLS BORO,04/01/2018,SU,0954,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,106.70,03,,01,04,02,01,01,01,03,01,,,,,,,,65,,46,40.215640,74.546120,N,NJTA guardrail righside of roadway.,7199
20181336E050-2018-00605A,MONMOUTH,TINTON FALLS BORO,04/02/2018,MO,0705,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,106.20,03,,01,04,02,03,01,03,01,01,,,,,,,,35,,46,40.281920,74.084150,N,NJTA metal guardrail,7361
20181336E050-2018-00606A,MONMOUTH,TINTON FALLS BORO,04/02/2018,MO,0849,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,104.00,03,,01,04,02,03,01,03,01,01,,,,,,,,65,,26,40.251180,74.081480,N,DAMAGE TO NJTA GUARDRAIL,7227
20181336E050-2018-00607A,MONMOUTH,TINTON FALLS BORO,04/02/2018,MO,0812,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,03,2,GARDEN STATE PARKWAY,S,444,,00000444__,103.20,03,,01,04,02,03,01,03,01,02,,FE,S,CR 16 / ASBURY AVE,,,,65,,26,40.240860,74.087780,N,DAMAGE TO NJTA GUARDRAIL,7227
20181336E050-2018-00609A,MONMOUTH,TINTON FALLS BORO,04/02/2018,MO,0946,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,106.10,03,,01,04,02,05,01,03,03,01,,,,,,,,35,,54,40.280780,74.083260,N,NJTA Exit 105 sign  NJTA metal delineators,7361
20181336E050-2018-00611A,MONMOUTH,TINTON FALLS BORO,04/02/2018,MO,0727,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,10,1,GARDEN STATE PARKWAY,N,444,,00000444__,109.00,03,,01,04,02,03,01,03,01,01,,,,,,,,35,,58,40.320520,74.097890,N,,7450
20181336E050-2018-00616A,MONMOUTH,TINTON FALLS BORO,04/02/2018,MO,0730,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,2,0,0,I,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,108.90,03,,01,05,02,03,01,03,01,01,,,,,,,,35,,47,40.316310,74.096730,N,NJTA GAURDRAIL.,7439
20181336E050-2018-00618A,MONMOUTH,TINTON FALLS BORO,04/02/2018,MO,0847,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,2,GARDEN STATE PARKWAY,N,444,,00000444__,108.00,03,,01,04,02,03,01,03,01,01,,,,,,,,35,,26,40.306590,74.093350,N,,7439
20181336E050-2018-00641A,MONMOUTH,TINTON FALLS BORO,04/07/2018,SA,1933,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,Y,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,105.00,03,,01,04,02,01,06,01,01,01,,,,,,,,65,,26,40.386550,74.177130,N,,7514
20181336E050-2018-00647A,MONMOUTH,TINTON FALLS BORO,04/07/2018,SA,2026,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,102.90,03,,01,04,02,01,05,01,01,01,,,,,,,,65,,26,40.236420,74.089430,N,,7576
20181336E050-2018-00713A,MONMOUTH,TINTON FALLS BORO,04/19/2018,TH,1328,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,106.40,03,,01,04,02,02,01,02,01,01,,,,,,,,65,,26,40.284490,74.086090,N,GUARDRAIL NJTA PROPERTY,6811
20181336E050-2018-00721A,MONMOUTH,TINTON FALLS BORO,04/20/2018,FR,0852,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,11,1,GARDEN STATE PARKWAY,N,444,,00000444__,102.80,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,47,40.235160,74.090440,N,GUARDRAIL OWNED BY NJTA,7570
20181336E050-2018-00741A,MONMOUTH,TINTON FALLS BORO,04/24/2018,TU,1210,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,2,GARDEN STATE PARKWAY,S,444,,00000444__,102.00,03,,03,04,02,01,01,01,01,01,,,,,,,,65,,26,40.240190,74.088210,N,,7453
20181336E050-2018-00760A,MONMOUTH,TINTON FALLS BORO,04/27/2018,FR,0621,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,2,0,0,I,B,N,N,01,2,GARDEN STATE PARKWAY,N,444,,00000444__,102.20,03,,01,04,02,01,01,05,01,01,,,,,,,,65,,26,40.229250,74.095510,N,,7660
20181336E050-2018-00767A,MONMOUTH,TINTON FALLS BORO,04/28/2018,SA,1648,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,105.80,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.337730,74.099220,N,,7578
20181336E050-2018-00768A,MONMOUTH,TINTON FALLS BORO,04/29/2018,SU,0658,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,Y,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,106.10,03,,01,04,02,02,01,02,01,01,,,,,,,,65,,46,40.279790,74.085560,N,NJTA GUARDRAIL.,7578
20181336E050-2018-00771A,MONMOUTH,TINTON FALLS BORO,04/30/2018,MO,0041,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,1,2,0,0,F,B,N,N,01,2,GARDEN STATE PARKWAY,S,444,,00000444__,107.30,03,,01,04,02,01,05,01,01,01,,,,,,,,65,,26,40.294080,74.091920,N,,7361
20181336E050-2018-00796A,MONMOUTH,TINTON FALLS BORO,05/04/2018,FR,1451,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,08,2,GARDEN STATE PARKWAY,S,444,,00000444__,106.00,03,,01,04,02,01,01,01,01,01,,,,WAY SIDE RD,,,,65,45,26,40.322320,74.110290,N,,7450
20181336E050-2018-00804A,MONMOUTH,TINTON FALLS BORO,05/06/2018,SU,0146,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,2,GARDEN STATE PARKWAY,N,444,,00000444__,101.40,03,,01,04,02,01,05,01,01,01,,,,,,,,65,,26,40.386550,74.177130,N,,7576
20181336E050-2018-00814A,MONMOUTH,TINTON FALLS BORO,05/07/2018,MO,0700,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,S,444,,00000444__,106.00,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.276850,74.082570,N,,7448
20181336E050-2018-00857A,MONMOUTH,TINTON FALLS BORO,05/14/2018,MO,,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,104.00,03,,01,04,02,02,06,02,01,01,,,,,,,,65,,60,40.251510,74.082210,N,,7639
20181336E050-2018-00865A,MONMOUTH,TINTON FALLS BORO,05/15/2018,TU,1353,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,106.40,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,46,40.284000,74.089010,N,Guardrail owned by NJTA,7661
20181336E050-2018-00873A,MONMOUTH,TINTON FALLS BORO,05/16/2018,WE,1432,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,Y,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,103.90,03,,01,04,02,02,01,02,01,01,,,,,,,,65,,48,40.196680,74.100190,N,UTLITY POLE,7450
20181336E050-2018-00911A,MONMOUTH,TINTON FALLS BORO,05/20/2018,SU,1226,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,03,2,GARDEN STATE PARKWAY,N,444,,00000444__,109.00,03,,01,04,02,01,01,01,01,01,,,,,,,,15,,26,40.335610,74.098320,N,,7661
20181336E050-2018-00918A,MONMOUTH,TINTON FALLS BORO,05/11/2018,FR,0940,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,106.00,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.279490,74.082340,N,,7448
20181336E050-2018-00925A,MONMOUTH,TINTON FALLS BORO,05/16/2018,WE,1744,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,3,GARDEN STATE PARKWAY,S,444,,00000444__,106.40,03,,01,04,02,02,01,02,01,01,,,,,,,,65,,26,40.283820,74.087430,N,,7199
20181336E050-2018-00936A,MONMOUTH,TINTON FALLS BORO,05/23/2018,WE,1738,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,3,GARDEN STATE PARKWAY,S,444,,00000444__,107.10,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.293040,74.091710,N,,7804
20181336E050-2018-00967A,MONMOUTH,TINTON FALLS BORO,05/25/2018,FR,2132,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,12,1,GARDEN STATE PARKWAY,N,444,,00000444__,108.50,03,,01,04,02,01,05,01,01,01,,,,,,,,65,,24,40.304300,74.100400,N,,7739
20181336E050-2018-00985A,MONMOUTH,TINTON FALLS BORO,05/27/2018,SU,0902,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,103.40,03,,01,04,02,02,01,02,01,01,,,,,,,,65,,60,40.243450,74.086050,N,,7639
20181336E050-2018-00986A,MONMOUTH,TINTON FALLS BORO,05/27/2018,SU,1003,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,104.00,03,,01,04,02,02,01,02,01,01,,,,,,,,65,,46,40.251510,74.082210,N,Approx 5 feet of TPA Guiderail.,7576
20181336E050-2018-00990A,MONMOUTH,TINTON FALLS BORO,05/27/2018,SU,1036,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,105.00,03,,01,04,02,02,01,02,03,01,,,,,,,,65,,02,40.263110,74.079960,N,,7453
20181336E050-2018-00993A,MONMOUTH,TINTON FALLS BORO,05/26/2018,SA,1845,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,3,GARDEN STATE PARKWAY,N,444,,00000444__,108.50,03,,01,04,02,02,01,02,01,01,,,,,,,,65,,26,40.313510,74.096050,N,,7411
20181336E050-2018-00994A,MONMOUTH,TINTON FALLS BORO,05/22/2018,TU,1644,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,2,GARDEN STATE PARKWAY,S,444,,00000444__,103.70,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.247050,74.083830,N,,7448
20181336E050-2018-01041A,MONMOUTH,TINTON FALLS BORO,06/02/2018,SA,2109,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,103.90,03,,01,04,02,01,07,01,01,01,,,,,,,,65,,26,40.249720,74.081740,N,CONCRETE DIVIDER,7576
20181336E050-2018-01054A,MONMOUTH,TINTON FALLS BORO,06/04/2018,MO,0812,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,104.80,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,58,40.262970,74.080220,N,,7739
20181336E050-2018-01069A,MONMOUTH,TINTON FALLS BORO,05/31/2018,TH,1350,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,11,1,GARDEN STATE PARKWAY,S,444,,00000444__,107.20,03,,01,04,02,01,01,01,03,01,,,,,,,,65,,60,40.292650,74.091640,N,,6496
20181336E050-2018-01087A,MONMOUTH,TINTON FALLS BORO,06/09/2018,SA,0956,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,103.70,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.304300,74.100400,N,,7739
20181336E050-2018-01092A,MONMOUTH,TINTON FALLS BORO,06/08/2018,FR,1739,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,2,GARDEN STATE PARKWAY,S,444,,00000444__,103.60,03,,01,05,02,01,01,01,01,01,,,,,,,,65,,26,40.185020,74.101180,N,,7639
20181336E050-2018-01093A,MONMOUTH,TINTON FALLS BORO,06/08/2018,FR,2052,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,12,1,GARDEN STATE PARKWAY,N,444,,00000444__,101.70,03,,01,04,02,01,06,01,01,01,,,,,,,,65,,24,40.220260,74.097290,N,,7639
20181336E050-2018-01095A,MONMOUTH,TINTON FALLS BORO,06/09/2018,SA,1757,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,103.90,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.248290,74.082260,N,,7639
20181336E050-2018-01098A,MONMOUTH,TINTON FALLS BORO,06/09/2018,SA,1905,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,109.00,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.335610,74.098320,N,,7578
20181336E050-2018-01112A,MONMOUTH,TINTON FALLS BORO,06/10/2018,SU,1546,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,104.30,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.255320,74.079730,N,,6845
20181336E050-2018-01125A,MONMOUTH,TINTON FALLS BORO,06/12/2018,TU,1528,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,S,444,,00000444__,105.20,03,,03,04,02,01,01,01,01,01,,,,,,,,65,,26,40.244430,74.085320,N,,7332
20181336E050-2018-01130A,MONMOUTH,TINTON FALLS BORO,06/12/2018,TU,2127,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,Y,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,107.20,03,,01,04,02,01,05,01,01,01,,,,,,,,65,,26,40.295240,74.090950,N,,7450
20181336E050-2018-01134A,MONMOUTH,TINTON FALLS BORO,06/13/2018,WE,1135,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,12,1,GARDEN STATE PARKWAY,S,444,,00000444__,107.30,03,,01,04,02,01,01,01,03,01,,,,,,,,65,,24,40.294080,74.091920,N,,6408
20181336E050-2018-01148A,MONMOUTH,TINTON FALLS BORO,06/15/2018,FR,0926,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,15,2,GARDEN STATE PARKWAY,S,444,,00000444__,101.90,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,30,40.224080,74.098600,N,,7576
20181336E050-2018-01158A,MONMOUTH,TINTON FALLS BORO,06/16/2018,SA,1043,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,11,2,GARDEN STATE PARKWAY,S,444,,00000444__,108.00,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.310910,74.096170,N,NJTA OWNED GUARDRAIL.,7661
20181336E050-2018-01162A,MONMOUTH,TINTON FALLS BORO,06/17/2018,SU,,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,1,0,0,I,B,N,N,01,2,GARDEN STATE PARKWAY,N,444,,00000444__,104.40,03,,01,04,02,01,05,01,03,01,,,,,,,,65,,26,39.056140,74.165140,N,,7439
20181336E050-2018-01163A,MONMOUTH,TINTON FALLS BORO,06/16/2018,SA,1230,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,S,444,,00000444__,109.00,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.386550,74.177130,N,,7661
20181336E050-2018-01164A,MONMOUTH,TINTON FALLS BORO,06/17/2018,SU,1024,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,01,2,GARDEN STATE PARKWAY,S,444,,00000444__,109.20,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.321050,74.098600,N,,7514
20181336E050-2018-01177A,MONMOUTH,TINTON FALLS BORO,06/05/2018,TU,0853,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,105.00,03,,01,04,02,01,01,01,01,01,,,,,,,,45,,26,40.278600,74.081850,N,,7448
20181336E050-2018-01185A,MONMOUTH,TINTON FALLS BORO,06/18/2018,MO,1618,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,S,444,,00000444__,106.50,03,,01,04,02,01,01,01,03,01,,,,,,,,65,,26,40.285320,74.089780,N,,7578
20181336E050-2018-01190A,MONMOUTH,TINTON FALLS BORO,06/19/2018,TU,1012,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,104.50,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.258270,74.079350,N,,7471
20181336E050-2018-01198A,MONMOUTH,TINTON FALLS BORO,06/21/2018,TH,0707,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,15,1,GARDEN STATE PARKWAY,S,444,,00000444__,106.00,03,,02,04,02,02,01,05,01,01,,,,,T,NJ 36,,65,,39,40.289310,74.091160,N,,7576
20181336E050-2018-01201A,MONMOUTH,TINTON FALLS BORO,06/21/2018,TH,1228,02,NEW JERSEY STATE POLICE,HOLMDEL - SQUAD,0,0,0,0,P,B,N,N,02,2,GARDEN STATE PARKWAY,N,444,,00000444__,104.20,03,,01,04,02,01,01,01,01,01,,,,,,,,65,,26,40.256780,74.079550,N,,7576
